Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Poland,POL,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78268073,22.39361964,21.68975609,20.93638306,20.18714041,18.09763147,16.9937834,16.08833616,16.87393677,16.74547539,15.70174329,16.51712381,17.18605553,18.12530997,18.16365139,15.93053787,16.49528333,16.63894605,15.93470089,15.49331732,15.53413972,15.69115947,16.2472302,16.79663368,17.40195616,,
Qatar,QAT,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24287265,13.72553445,15.7786996,13.63496607,13.3140302,13.23402539,16.62290968,16.56821576,16.55131306,15.81806782,12.95635241,13.04834885,13.95420368,13.75467304,12.93349245,13.2553613,10.64209481,9.1831221,10.28840567,11.38459575,,
San Marino,SMR,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0982586,16.90549549,15.92509838,16.93509389,17.22250106,17.63826308,17.67091532,16.93910919,15.59202295,16.15303556,18.01625741,17.06623964,18.34558313,17.89442628,16.68363373,16.4705986,18.1472442,,
Saudi Arabia,SAU,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.529613379,2.331966765,2.538420097,2.733928686,2.77137882,3.334403723,3.389982246,3.384836237,8.925745035,,
Singapore,SGP,Tax revenue (% of GDP),,,,,,,,,,,,,14.55018489,14.78510139,15.06460714,16.57112472,15.99637416,16.72455544,15.93464722,16.03977068,16.99291833,17.88020559,18.91634198,18.76083872,17.66338209,15.66216706,12.73576946,13.07807989,14.07201262,15.68787362,14.54626959,15.1815316,16.1033535,16.29033395,16.61315228,15.76850365,15.89736716,15.31234109,14.03102564,14.53171741,14.85578908,14.58551915,12.68873934,12.44607416,11.60451158,11.5770274,11.83102218,12.8204282,13.75439145,12.95492653,12.78582397,13.10572195,13.58066874,13.27125008,13.55655713,13.13977453,13.32588534,14.0473782,13.14171706,,
Spain,ESP,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55381382,15.62316666,15.40379919,15.86242992,15.91175765,15.8141301,15.60785914,14.7441405,14.32056201,14.6502885,15.48238704,15.86733916,16.43008761,12.81286586,10.2275926,12.40867747,11.88262799,11.76298299,13.61613881,14.14143959,14.20623799,13.7959671,13.72218081,14.24821139,,
Sweden,SWE,Tax revenue (% of GDP),,,,,,,,,,,,,19.03154656,17.58792829,17.07161175,16.48086238,19.36533453,19.9706589,18.31231858,16.80435949,16.30302904,16.71192514,16.37055473,16.83525574,17.69084968,20.19334806,19.14674978,21.57013575,21.67240453,21.28758926,21.61999623,19.66714805,17.14186346,15.44674785,14.82155902,26.73239027,27.31122031,27.51485027,29.6705614,30.2978502,29.85892496,27.89281277,26.76316689,26.89448063,27.25350276,28.55686546,28.56030814,28.50704068,27.47193716,27.23353846,27.39951886,26.6327334,26.30391073,26.46754063,26.51489081,27.13005842,28.11658627,28.13099582,27.91103132,,
Switzerland,CHE,Tax revenue (% of GDP),,,,,,,,,,,,,6.997014088,6.661668078,6.821436867,6.896072872,7.914844023,7.600290304,7.781800849,7.339013819,7.509693014,7.525481184,7.827330895,7.863137602,8.025193849,7.900915052,8.557086004,8.204254583,8.587306664,8.058247787,8.093884386,7.850519626,8.014187019,7.388247864,7.922784785,8.004037549,8.442040011,8.418192142,9.392100659,9.037787214,10.20461941,9.210830796,9.19319936,9.190743119,9.223924063,9.429327005,9.521761742,9.359673913,9.912922452,9.681537369,9.719225458,9.651738909,9.520371529,9.602815894,9.401768206,9.8416036,9.73090341,10.40116266,10.08093384,,
Thailand,THA,Tax revenue (% of GDP),,,,,,,,,,,,,11.04115235,10.17334549,12.58381061,11.193868,10.7838382,11.60892172,11.66140898,12.37412805,13.14314967,13.47697636,12.64055577,14.13958244,14.10679378,13.6878369,13.61614666,13.64999061,14.80673226,15.58057288,16.90732301,17.41350398,15.59178399,15.39927671,16.03568902,16.44093082,16.72621763,16.10547926,13.78816744,12.8892156,12.9767329,13.07021832,13.47031276,14.4815688,14.85333091,16.06186027,15.63699271,15.14315656,15.3848864,14.19423084,14.93264755,16.36183479,15.44093567,17.01196512,15.80834265,16.1404179,15.36039262,14.78169353,14.92774696,,
Turkey,TUR,Tax revenue (% of GDP),,,,,,,,,,,,,13.4209616,14.31318681,13.17063332,14.72230841,16.26579203,16.66193316,16.51178962,14.59270725,14.33869919,15.2689533,,13.93806901,10.80096922,11.34561411,11.72819518,12.14195571,11.0271659,11.24919113,11.55833127,12.49517351,12.9688266,13.34277157,15.2014677,13.9767747,15.19952105,19.05053839,14.67894917,,,,,,,,,,17.69632423,18.26135795,19.40536961,18.74408606,18.39275841,18.53188787,18.0698217,18.23818729,18.32477429,17.84947316,17.87592537,,
United Arab Emirates,ARE,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992336344,1.075872392,1.122447005,,,,,,,,,,,,0.321413865,0.36378634,0.370450572,0.35572315,0.057734024,0.043494701,0.066457191,0.059310281,,
United Kingdom,GBR,Tax revenue (% of GDP),,,,,,,,,,,,,23.01848532,21.07158307,23.74607351,24.26560756,23.80069525,23.32577445,22.15422207,21.90377871,23.87606593,24.6394262,25.86613933,24.6485305,24.7776311,25.13357342,24.50068363,23.15879508,22.99074992,22.76227158,24.1512946,24.84713704,24.28031599,22.98109177,23.79709499,23.27756357,23.13487536,23.70760854,25.02694771,25.51584733,26.16745661,25.66585255,24.9075047,24.54189908,25.16271149,25.50287408,25.67869645,25.83814518,26.44548726,24.11733803,25.30439901,25.78558415,25.0218271,25.00469949,24.83522775,24.98033279,25.34123386,25.52350354,25.50529216,,
United States,USA,Tax revenue (% of GDP),,,,,,,,,,,,,11.8199373,11.49521249,11.83762036,11.1858005,10.74883688,11.61864632,11.54235905,12.00380309,12.13835265,12.55050604,11.97862664,10.34826823,10.15971565,10.38424016,10.16304589,10.94884573,10.59594327,10.78244038,10.46528476,10.32034243,9.984161837,10.30493432,10.62350664,10.98098904,11.37391458,11.82819654,12.32982913,12.26062892,12.96903235,11.85782535,9.861419855,9.389222393,9.540177991,10.68382785,11.31127437,11.30738779,10.31601226,7.919453277,8.595732842,9.574003765,9.797156757,10.51994856,10.95123478,11.21470732,10.90191682,11.7642667,9.639763552,9.610548534,
